team,sponsor,stage,counterfactual,baseline_roi,counterfactual_roi,roi_delta,roi_ci_low,roi_ci_high,method,reason
Russia,Hyundai,tournament,media_surge,4.159,4.7413,0.5823,4.4813,5.0013,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Russia,Hyundai,tournament,budget_cut,4.159,3.8679,-0.2911,3.5879,4.1479,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Russia,Hyundai,tournament,budget_increase,4.159,4.4917,0.3327,4.2217,4.7617,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Russia,Hyundai,tournament,negative_news_shock,4.159,3.4104,-0.7486,3.0304,3.7904,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
New Zealand,McDonald's,tournament,player_absent,4.159,3.6599,-0.4991,3.3399,3.9799,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
New Zealand,McDonald's,tournament,media_surge,4.159,4.7413,0.5823,4.4813,5.0013,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
New Zealand,McDonald's,tournament,budget_cut,4.159,3.8679,-0.2911,3.5879,4.1479,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
New Zealand,McDonald's,tournament,budget_increase,4.159,4.4917,0.3327,4.2217,4.7617,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
New Zealand,McDonald's,tournament,negative_news_shock,4.159,3.4104,-0.7486,3.0304,3.7904,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,tournament,player_absent,4.156,3.6573,-0.4987,3.3373,3.9773,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,tournament,media_surge,4.156,4.7378,0.5818,4.4778,4.9978,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,tournament,budget_cut,4.156,3.8651,-0.2909,3.5851,4.1451,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,tournament,budget_increase,4.156,4.4885,0.3325,4.2185,4.7585,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,tournament,negative_news_shock,4.156,3.4079,-0.7481,3.0279,3.7879,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Portugal,Mengniu,tournament,player_absent,4.156,3.6573,-0.4987,3.3373,3.9773,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Portugal,Mengniu,tournament,media_surge,4.156,4.7378,0.5818,4.4778,4.9978,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Portugal,Mengniu,tournament,budget_cut,4.156,3.8651,-0.2909,3.5851,4.1451,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Portugal,Mengniu,tournament,budget_increase,4.156,4.4885,0.3325,4.2185,4.7585,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Portugal,Mengniu,tournament,negative_news_shock,4.156,3.4079,-0.7481,3.0279,3.7879,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
South Africa,Hyundai,group_or_knockout,player_absent,4.154,3.6555,-0.4985,3.3355,3.9755,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
South Africa,Hyundai,group_or_knockout,media_surge,4.154,4.7356,0.5816,4.4756,4.9956,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
South Africa,Hyundai,group_or_knockout,budget_cut,4.154,3.8632,-0.2908,3.5832,4.1432,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
South Africa,Hyundai,group_or_knockout,budget_increase,4.154,4.4863,0.3323,4.2163,4.7563,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
South Africa,Hyundai,group_or_knockout,negative_news_shock,4.154,3.4063,-0.7477,3.0263,3.7863,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
France,Qatar Airways,group_or_knockout,player_absent,4.154,3.6555,-0.4985,3.3355,3.9755,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
France,Qatar Airways,group_or_knockout,media_surge,4.154,4.7356,0.5816,4.4756,4.9956,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
France,Qatar Airways,group_or_knockout,budget_cut,4.154,3.8632,-0.2908,3.5832,4.1432,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
France,Qatar Airways,group_or_knockout,budget_increase,4.154,4.4863,0.3323,4.2163,4.7563,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
France,Qatar Airways,group_or_knockout,negative_news_shock,4.154,3.4063,-0.7477,3.0263,3.7863,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Peru,Budweiser,tournament,player_absent,4.151,3.6529,-0.4981,3.3329,3.9729,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Peru,Budweiser,tournament,media_surge,4.151,4.7321,0.5811,4.4721,4.9921,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Peru,Budweiser,tournament,budget_cut,4.151,3.8604,-0.2906,3.5804,4.1404,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Peru,Budweiser,tournament,budget_increase,4.151,4.4831,0.3321,4.2131,4.7531,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Peru,Budweiser,tournament,negative_news_shock,4.151,3.4038,-0.7472,3.0238,3.7838,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,tournament,player_absent,4.151,3.6529,-0.4981,3.3329,3.9729,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,tournament,media_surge,4.151,4.7321,0.5811,4.4721,4.9921,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,tournament,budget_cut,4.151,3.8604,-0.2906,3.5804,4.1404,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,tournament,budget_increase,4.151,4.4831,0.3321,4.2131,4.7531,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,tournament,negative_news_shock,4.151,3.4038,-0.7472,3.0238,3.7838,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Hungary,Adidas,tournament,player_absent,4.151,3.6529,-0.4981,3.3329,3.9729,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Hungary,Adidas,tournament,media_surge,4.151,4.7321,0.5811,4.4721,4.9921,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Hungary,Adidas,tournament,budget_cut,4.151,3.8604,-0.2906,3.5804,4.1404,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Hungary,Adidas,tournament,budget_increase,4.151,4.4831,0.3321,4.2131,4.7531,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Hungary,Adidas,tournament,negative_news_shock,4.151,3.4038,-0.7472,3.0238,3.7838,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,group_or_knockout,player_absent,4.151,3.6529,-0.4981,3.3329,3.9729,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,group_or_knockout,media_surge,4.151,4.7321,0.5811,4.4721,4.9921,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,group_or_knockout,budget_cut,4.151,3.8604,-0.2906,3.5804,4.1404,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,group_or_knockout,budget_increase,4.151,4.4831,0.3321,4.2131,4.7531,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,group_or_knockout,negative_news_shock,4.151,3.4038,-0.7472,3.0238,3.7838,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Croatia,Hisense,group_or_knockout,player_absent,4.151,3.6529,-0.4981,3.3329,3.9729,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Croatia,Hisense,group_or_knockout,media_surge,4.151,4.7321,0.5811,4.4721,4.9921,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Croatia,Hisense,group_or_knockout,budget_cut,4.151,3.8604,-0.2906,3.5804,4.1404,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Croatia,Hisense,group_or_knockout,budget_increase,4.151,4.4831,0.3321,4.2131,4.7531,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Croatia,Hisense,group_or_knockout,negative_news_shock,4.151,3.4038,-0.7472,3.0238,3.7838,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,tournament,player_absent,4.151,3.6529,-0.4981,3.3329,3.9729,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,tournament,media_surge,4.151,4.7321,0.5811,4.4721,4.9921,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,tournament,budget_cut,4.151,3.8604,-0.2906,3.5804,4.1404,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,tournament,budget_increase,4.151,4.4831,0.3321,4.2131,4.7531,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,tournament,negative_news_shock,4.151,3.4038,-0.7472,3.0238,3.7838,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Mexico,Vivo,tournament,player_absent,4.15,3.652,-0.498,3.332,3.972,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Mexico,Vivo,tournament,media_surge,4.15,4.731,0.581,4.471,4.991,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Mexico,Vivo,tournament,budget_cut,4.15,3.8595,-0.2905,3.5795,4.1395,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Mexico,Vivo,tournament,budget_increase,4.15,4.482,0.332,4.212,4.752,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Mexico,Vivo,tournament,negative_news_shock,4.15,3.403,-0.747,3.023,3.783,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,tournament,player_absent,4.15,3.652,-0.498,3.332,3.972,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,tournament,media_surge,4.15,4.731,0.581,4.471,4.991,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,tournament,budget_cut,4.15,3.8595,-0.2905,3.5795,4.1395,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,tournament,budget_increase,4.15,4.482,0.332,4.212,4.752,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,tournament,negative_news_shock,4.15,3.403,-0.747,3.023,3.783,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,tournament,player_absent,4.149,3.6511,-0.4979,3.3311,3.9711,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,tournament,media_surge,4.149,4.7299,0.5809,4.4699,4.9899,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,tournament,budget_cut,4.149,3.8586,-0.2904,3.5786,4.1386,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,tournament,budget_increase,4.149,4.4809,0.3319,4.2109,4.7509,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,tournament,negative_news_shock,4.149,3.4022,-0.7468,3.0222,3.7822,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Russia,Hyundai,tournament,player_absent,4.149,3.6511,-0.4979,3.3311,3.9711,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Russia,Hyundai,tournament,media_surge,4.149,4.7299,0.5809,4.4699,4.9899,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Russia,Hyundai,tournament,budget_cut,4.149,3.8586,-0.2904,3.5786,4.1386,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Russia,Hyundai,tournament,budget_increase,4.149,4.4809,0.3319,4.2109,4.7509,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Russia,Hyundai,tournament,negative_news_shock,4.149,3.4022,-0.7468,3.0222,3.7822,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,tournament,player_absent,4.148,3.6502,-0.4978,3.3302,3.9702,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,tournament,media_surge,4.148,4.7287,0.5807,4.4687,4.9887,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,tournament,budget_cut,4.148,3.8576,-0.2904,3.5776,4.1376,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,tournament,budget_increase,4.148,4.4798,0.3318,4.2098,4.7498,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,tournament,negative_news_shock,4.148,3.4014,-0.7466,3.0214,3.7814,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Mexico,Vivo,tournament,player_absent,4.148,3.6502,-0.4978,3.3302,3.9702,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Mexico,Vivo,tournament,media_surge,4.148,4.7287,0.5807,4.4687,4.9887,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Mexico,Vivo,tournament,budget_cut,4.148,3.8576,-0.2904,3.5776,4.1376,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Mexico,Vivo,tournament,budget_increase,4.148,4.4798,0.3318,4.2098,4.7498,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Mexico,Vivo,tournament,negative_news_shock,4.148,3.4014,-0.7466,3.0214,3.7814,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Russia,Hyundai,group_or_knockout,player_absent,4.146,3.6485,-0.4975,3.3285,3.9685,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Russia,Hyundai,group_or_knockout,media_surge,4.146,4.7264,0.5804,4.4664,4.9864,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Russia,Hyundai,group_or_knockout,budget_cut,4.146,3.8558,-0.2902,3.5758,4.1358,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Russia,Hyundai,group_or_knockout,budget_increase,4.146,4.4777,0.3317,4.2077,4.7477,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Russia,Hyundai,group_or_knockout,negative_news_shock,4.146,3.3997,-0.7463,3.0197,3.7797,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Croatia,Hisense,group_or_knockout,player_absent,4.146,3.6485,-0.4975,3.3285,3.9685,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Croatia,Hisense,group_or_knockout,media_surge,4.146,4.7264,0.5804,4.4664,4.9864,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Croatia,Hisense,group_or_knockout,budget_cut,4.146,3.8558,-0.2902,3.5758,4.1358,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Croatia,Hisense,group_or_knockout,budget_increase,4.146,4.4777,0.3317,4.2077,4.7477,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Croatia,Hisense,group_or_knockout,negative_news_shock,4.146,3.3997,-0.7463,3.0197,3.7797,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Germany,Coca-Cola,group_or_knockout,player_absent,4.145,3.6476,-0.4974,3.3276,3.9676,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Germany,Coca-Cola,group_or_knockout,media_surge,4.145,4.7253,0.5803,4.4653,4.9853,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Germany,Coca-Cola,group_or_knockout,budget_cut,4.145,3.8548,-0.2901,3.5748,4.1349,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Germany,Coca-Cola,group_or_knockout,budget_increase,4.145,4.4766,0.3316,4.2066,4.7466,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Germany,Coca-Cola,group_or_knockout,negative_news_shock,4.145,3.3989,-0.7461,3.0189,3.7789,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
United Arab Emirates,Adidas,group_or_knockout,player_absent,4.145,3.6476,-0.4974,3.3276,3.9676,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
United Arab Emirates,Adidas,group_or_knockout,media_surge,4.145,4.7253,0.5803,4.4653,4.9853,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
United Arab Emirates,Adidas,group_or_knockout,budget_cut,4.145,3.8548,-0.2901,3.5748,4.1349,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
United Arab Emirates,Adidas,group_or_knockout,budget_increase,4.145,4.4766,0.3316,4.2066,4.7466,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
United Arab Emirates,Adidas,group_or_knockout,negative_news_shock,4.145,3.3989,-0.7461,3.0189,3.7789,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,tournament,player_absent,4.144,3.6467,-0.4973,3.3267,3.9667,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,tournament,media_surge,4.144,4.7242,0.5802,4.4642,4.9842,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,tournament,budget_cut,4.144,3.8539,-0.2901,3.5739,4.1339,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,tournament,budget_increase,4.144,4.4755,0.3315,4.2055,4.7455,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,tournament,negative_news_shock,4.144,3.3981,-0.7459,3.0181,3.7781,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Uruguay,Vivo,tournament,player_absent,4.144,3.6467,-0.4973,3.3267,3.9667,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Uruguay,Vivo,tournament,media_surge,4.144,4.7242,0.5802,4.4642,4.9842,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Uruguay,Vivo,tournament,budget_cut,4.144,3.8539,-0.2901,3.5739,4.1339,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Uruguay,Vivo,tournament,budget_increase,4.144,4.4755,0.3315,4.2055,4.7455,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Uruguay,Vivo,tournament,negative_news_shock,4.144,3.3981,-0.7459,3.0181,3.7781,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Mexico,Vivo,tournament,player_absent,4.141,3.6441,-0.4969,3.3241,3.9641,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Mexico,Vivo,tournament,media_surge,4.141,4.7207,0.5797,4.4607,4.9807,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Mexico,Vivo,tournament,budget_cut,4.141,3.8511,-0.2899,3.5711,4.1311,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Mexico,Vivo,tournament,budget_increase,4.141,4.4723,0.3313,4.2023,4.7423,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Mexico,Vivo,tournament,negative_news_shock,4.141,3.3956,-0.7454,3.0156,3.7756,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,tournament,player_absent,4.141,3.6441,-0.4969,3.3241,3.9641,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,tournament,media_surge,4.141,4.7207,0.5797,4.4607,4.9807,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,tournament,budget_cut,4.141,3.8511,-0.2899,3.5711,4.1311,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,tournament,budget_increase,4.141,4.4723,0.3313,4.2023,4.7423,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,tournament,negative_news_shock,4.141,3.3956,-0.7454,3.0156,3.7756,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Czechoslovakia,Coca-Cola,tournament,player_absent,4.139,3.6423,-0.4967,3.3223,3.9623,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Czechoslovakia,Coca-Cola,tournament,media_surge,4.139,4.7185,0.5795,4.4585,4.9785,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Czechoslovakia,Coca-Cola,tournament,budget_cut,4.139,3.8493,-0.2897,3.5693,4.1293,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Czechoslovakia,Coca-Cola,tournament,budget_increase,4.139,4.4701,0.3311,4.2001,4.7401,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Czechoslovakia,Coca-Cola,tournament,negative_news_shock,4.139,3.394,-0.745,3.014,3.774,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,tournament,player_absent,4.139,3.6423,-0.4967,3.3223,3.9623,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,tournament,media_surge,4.139,4.7185,0.5795,4.4585,4.9785,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,tournament,budget_cut,4.139,3.8493,-0.2897,3.5693,4.1293,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,tournament,budget_increase,4.139,4.4701,0.3311,4.2001,4.7401,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,tournament,negative_news_shock,4.139,3.394,-0.745,3.014,3.774,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Brazil,Adidas,tournament,player_absent,4.136,3.6397,-0.4963,3.3197,3.9597,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Brazil,Adidas,tournament,media_surge,4.136,4.715,0.579,4.455,4.975,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Brazil,Adidas,tournament,budget_cut,4.136,3.8465,-0.2895,3.5665,4.1265,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Brazil,Adidas,tournament,budget_increase,4.136,4.4669,0.3309,4.1969,4.7369,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Brazil,Adidas,tournament,negative_news_shock,4.136,3.3915,-0.7445,3.0115,3.7715,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Spain,Budweiser,tournament,player_absent,4.136,3.6397,-0.4963,3.3197,3.9597,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Spain,Budweiser,tournament,media_surge,4.136,4.715,0.579,4.455,4.975,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Spain,Budweiser,tournament,budget_cut,4.136,3.8465,-0.2895,3.5665,4.1265,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Spain,Budweiser,tournament,budget_increase,4.136,4.4669,0.3309,4.1969,4.7369,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Spain,Budweiser,tournament,negative_news_shock,4.136,3.3915,-0.7445,3.0115,3.7715,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Costa Rica,Visa,group_or_knockout,player_absent,4.136,3.6397,-0.4963,3.3197,3.9597,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Costa Rica,Visa,group_or_knockout,media_surge,4.136,4.715,0.579,4.455,4.975,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Costa Rica,Visa,group_or_knockout,budget_cut,4.136,3.8465,-0.2895,3.5665,4.1265,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Costa Rica,Visa,group_or_knockout,budget_increase,4.136,4.4669,0.3309,4.1969,4.7369,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Costa Rica,Visa,group_or_knockout,negative_news_shock,4.136,3.3915,-0.7445,3.0115,3.7715,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Spain,Budweiser,group_or_knockout,player_absent,4.136,3.6397,-0.4963,3.3197,3.9597,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
Spain,Budweiser,group_or_knockout,media_surge,4.136,4.715,0.579,4.455,4.975,SCM_synthetic_control_compatible_stress_test,Paid and earned media surge increases upside but adds volatility.
Spain,Budweiser,group_or_knockout,budget_cut,4.136,3.8465,-0.2895,3.5665,4.1265,SCM_synthetic_control_compatible_stress_test,Budget cut weakens activation reach and conversion quality.
Spain,Budweiser,group_or_knockout,budget_increase,4.136,4.4669,0.3309,4.1969,4.7369,SCM_synthetic_control_compatible_stress_test,Higher spend can lift ROI when brand fit and attention are strong.
Spain,Budweiser,group_or_knockout,negative_news_shock,4.136,3.3915,-0.7445,3.0115,3.7715,SCM_synthetic_control_compatible_stress_test,Negative sentiment compresses conversion despite exposure.
Netherlands,Hisense,group_or_knockout,player_absent,4.135,3.6388,-0.4962,3.3188,3.9588,SCM_synthetic_control_compatible_stress_test,Core player absence lowers attention and performance confidence.
