match_id,team_a,team_b,stage,scenario,strategy_type,scenario_roi,roi_lift,risk_score,risk_level,roi_ci_low,roi_ci_high,recommendation_reason,strategy_recommendation,scenario_rank
52,Brazil,Sweden,tournament,aggressive_media_surge,aggressive,4.225,0.162,0.524,medium,3.904,4.546,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
52,Brazil,Sweden,tournament,player_risk_defense,conservative,3.983,-0.08,0.464,medium,3.705,4.261,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
52,Brazil,Sweden,tournament,knockout_takeover,aggressive,4.289,0.226,0.564,medium,3.946,4.632,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
53,Hungary,Italy,tournament,conservative_efficiency,conservative,3.903,-0.002,0.283,low,3.687,4.119,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
53,Hungary,Italy,tournament,balanced_activation,balanced,3.947,0.042,0.383,medium,3.693,4.201,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
53,Hungary,Italy,tournament,aggressive_media_surge,aggressive,4.067,0.162,0.523,medium,3.747,4.387,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
53,Hungary,Italy,tournament,player_risk_defense,conservative,3.825,-0.08,0.463,medium,3.548,4.102,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
53,Hungary,Italy,tournament,knockout_takeover,aggressive,4.131,0.226,0.563,medium,3.788,4.474,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
54,Brazil,Mexico,tournament,conservative_efficiency,conservative,4.139,-0.002,0.227,low,3.942,4.336,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
54,Brazil,Mexico,tournament,balanced_activation,balanced,4.183,0.042,0.327,low,3.948,4.418,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
54,Brazil,Mexico,tournament,aggressive_media_surge,aggressive,4.303,0.162,0.467,medium,4.002,4.604,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
54,Brazil,Mexico,tournament,player_risk_defense,conservative,4.061,-0.08,0.407,medium,3.803,4.319,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
54,Brazil,Mexico,tournament,knockout_takeover,aggressive,4.367,0.226,0.507,medium,4.043,4.691,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
55,Chile,England,tournament,conservative_efficiency,conservative,3.289,-0.002,0.288,low,3.071,3.507,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
55,Chile,England,tournament,balanced_activation,balanced,3.333,0.042,0.388,medium,3.078,3.588,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
55,Chile,England,tournament,aggressive_media_surge,aggressive,3.453,0.162,0.528,medium,3.131,3.775,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
55,Chile,England,tournament,player_risk_defense,conservative,3.211,-0.08,0.468,medium,2.932,3.49,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
55,Chile,England,tournament,knockout_takeover,aggressive,3.517,0.226,0.568,medium,3.172,3.862,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
56,Italy,Sweden,tournament,conservative_efficiency,conservative,3.818,-0.002,0.204,low,3.629,4.007,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
56,Italy,Sweden,tournament,balanced_activation,balanced,3.862,0.042,0.304,low,3.635,4.089,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
56,Italy,Sweden,tournament,aggressive_media_surge,aggressive,3.982,0.162,0.444,medium,3.689,4.275,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
56,Italy,Sweden,tournament,player_risk_defense,conservative,3.74,-0.08,0.384,medium,3.489,3.991,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
56,Italy,Sweden,tournament,knockout_takeover,aggressive,4.046,0.226,0.484,medium,3.73,4.362,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
57,Spain,United States,tournament,conservative_efficiency,conservative,3.72,-0.002,0.197,low,3.533,3.907,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
57,Spain,United States,tournament,balanced_activation,balanced,3.764,0.042,0.297,low,3.54,3.988,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
57,Spain,United States,tournament,aggressive_media_surge,aggressive,3.884,0.162,0.437,medium,3.593,4.175,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
57,Spain,United States,tournament,player_risk_defense,conservative,3.642,-0.08,0.377,low,3.394,3.89,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
57,Spain,United States,tournament,knockout_takeover,aggressive,3.948,0.226,0.477,medium,3.634,4.262,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
58,Switzerland,Yugoslavia,tournament,conservative_efficiency,conservative,3.626,-0.002,0.187,low,3.442,3.81,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
58,Switzerland,Yugoslavia,tournament,balanced_activation,balanced,3.67,0.042,0.287,low,3.449,3.891,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
58,Switzerland,Yugoslavia,tournament,aggressive_media_surge,aggressive,3.79,0.162,0.427,medium,3.502,4.078,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
58,Switzerland,Yugoslavia,tournament,player_risk_defense,conservative,3.548,-0.08,0.367,low,3.303,3.793,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
58,Switzerland,Yugoslavia,tournament,knockout_takeover,aggressive,3.854,0.226,0.467,medium,3.544,4.164,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
59,Brazil,Switzerland,tournament,conservative_efficiency,conservative,4.116,-0.002,0.307,low,3.892,4.34,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
59,Brazil,Switzerland,tournament,balanced_activation,balanced,4.16,0.042,0.407,medium,3.898,4.422,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
59,Brazil,Switzerland,tournament,aggressive_media_surge,aggressive,4.28,0.162,0.547,medium,3.952,4.608,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
59,Brazil,Switzerland,tournament,player_risk_defense,conservative,4.038,-0.08,0.487,medium,3.752,4.324,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
59,Brazil,Switzerland,tournament,knockout_takeover,aggressive,4.344,0.226,0.587,medium,3.993,4.695,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
60,Mexico,Yugoslavia,tournament,conservative_efficiency,conservative,3.232,-0.002,0.231,low,3.033,3.431,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
60,Mexico,Yugoslavia,tournament,balanced_activation,balanced,3.276,0.042,0.331,low,3.04,3.512,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
60,Mexico,Yugoslavia,tournament,aggressive_media_surge,aggressive,3.396,0.162,0.471,medium,3.093,3.699,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
60,Mexico,Yugoslavia,tournament,player_risk_defense,conservative,3.154,-0.08,0.411,medium,2.894,3.414,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
60,Mexico,Yugoslavia,tournament,knockout_takeover,aggressive,3.46,0.226,0.511,medium,3.135,3.785,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
61,Chile,Spain,tournament,conservative_efficiency,conservative,3.306,-0.002,0.219,low,3.112,3.5,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
61,Chile,Spain,tournament,balanced_activation,balanced,3.35,0.042,0.319,low,3.118,3.582,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
61,Chile,Spain,tournament,aggressive_media_surge,aggressive,3.47,0.162,0.459,medium,3.172,3.768,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
61,Chile,Spain,tournament,player_risk_defense,conservative,3.228,-0.08,0.399,medium,2.972,3.484,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
61,Chile,Spain,tournament,knockout_takeover,aggressive,3.534,0.226,0.499,medium,3.213,3.855,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
62,England,United States,tournament,conservative_efficiency,conservative,3.181,-0.002,0.262,low,2.972,3.39,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
62,England,United States,tournament,balanced_activation,balanced,3.225,0.042,0.362,low,2.978,3.472,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
62,England,United States,tournament,aggressive_media_surge,aggressive,3.345,0.162,0.502,medium,3.032,3.658,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
62,England,United States,tournament,player_risk_defense,conservative,3.103,-0.08,0.442,medium,2.833,3.373,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
62,England,United States,tournament,knockout_takeover,aggressive,3.409,0.226,0.542,medium,3.073,3.745,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
63,Paraguay,Sweden,tournament,conservative_efficiency,conservative,3.622,-0.002,0.219,low,3.428,3.816,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
63,Paraguay,Sweden,tournament,balanced_activation,balanced,3.666,0.042,0.319,low,3.434,3.898,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
63,Paraguay,Sweden,tournament,aggressive_media_surge,aggressive,3.786,0.162,0.459,medium,3.488,4.084,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
63,Paraguay,Sweden,tournament,player_risk_defense,conservative,3.544,-0.08,0.399,medium,3.288,3.8,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
63,Paraguay,Sweden,tournament,knockout_takeover,aggressive,3.85,0.226,0.499,medium,3.529,4.171,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
64,Brazil,Yugoslavia,tournament,conservative_efficiency,conservative,4.074,-0.002,0.208,low,3.883,4.265,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
64,Brazil,Yugoslavia,tournament,balanced_activation,balanced,4.118,0.042,0.308,low,3.89,4.346,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
64,Brazil,Yugoslavia,tournament,aggressive_media_surge,aggressive,4.238,0.162,0.448,medium,3.943,4.533,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
64,Brazil,Yugoslavia,tournament,player_risk_defense,conservative,3.996,-0.08,0.388,medium,3.744,4.248,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
64,Brazil,Yugoslavia,tournament,knockout_takeover,aggressive,4.302,0.226,0.488,medium,3.985,4.619,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
65,Bolivia,Uruguay,tournament,conservative_efficiency,conservative,3.03,-0.002,0.228,low,2.832,3.228,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
65,Bolivia,Uruguay,tournament,balanced_activation,balanced,3.074,0.042,0.328,low,2.839,3.309,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
65,Bolivia,Uruguay,tournament,aggressive_media_surge,aggressive,3.194,0.162,0.468,medium,2.892,3.496,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
65,Bolivia,Uruguay,tournament,player_risk_defense,conservative,2.952,-0.08,0.408,medium,2.693,3.211,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
65,Bolivia,Uruguay,tournament,knockout_takeover,aggressive,3.258,0.226,0.508,medium,2.934,3.582,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
66,Chile,United States,tournament,conservative_efficiency,conservative,3.382,-0.002,0.283,low,3.166,3.598,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
66,Chile,United States,tournament,balanced_activation,balanced,3.426,0.042,0.383,medium,3.172,3.68,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
66,Chile,United States,tournament,aggressive_media_surge,aggressive,3.546,0.162,0.523,medium,3.226,3.866,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
66,Chile,United States,tournament,player_risk_defense,conservative,3.304,-0.08,0.463,medium,3.027,3.581,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
66,Chile,United States,tournament,knockout_takeover,aggressive,3.61,0.226,0.563,medium,3.267,3.953,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
67,England,Spain,tournament,conservative_efficiency,conservative,3.101,-0.002,0.206,low,2.911,3.291,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
67,England,Spain,tournament,balanced_activation,balanced,3.145,0.042,0.306,low,2.917,3.373,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
67,England,Spain,tournament,aggressive_media_surge,aggressive,3.265,0.162,0.446,medium,2.971,3.559,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
67,England,Spain,tournament,player_risk_defense,conservative,3.023,-0.08,0.386,medium,2.772,3.274,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
67,England,Spain,tournament,knockout_takeover,aggressive,3.329,0.226,0.486,medium,3.012,3.646,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
68,Italy,Paraguay,tournament,conservative_efficiency,conservative,3.772,-0.002,0.281,low,3.556,3.988,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
68,Italy,Paraguay,tournament,balanced_activation,balanced,3.816,0.042,0.381,medium,3.563,4.069,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
68,Italy,Paraguay,tournament,aggressive_media_surge,aggressive,3.936,0.162,0.521,medium,3.616,4.256,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
68,Italy,Paraguay,tournament,player_risk_defense,conservative,3.694,-0.08,0.461,medium,3.417,3.971,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
68,Italy,Paraguay,tournament,knockout_takeover,aggressive,4.0,0.226,0.561,medium,3.658,4.342,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
69,Mexico,Switzerland,tournament,conservative_efficiency,conservative,3.167,-0.002,0.221,low,2.972,3.362,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
69,Mexico,Switzerland,tournament,balanced_activation,balanced,3.211,0.042,0.321,low,2.978,3.444,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
69,Mexico,Switzerland,tournament,aggressive_media_surge,aggressive,3.331,0.162,0.461,medium,3.032,3.63,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
69,Mexico,Switzerland,tournament,player_risk_defense,conservative,3.089,-0.08,0.401,medium,2.833,3.345,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
69,Mexico,Switzerland,tournament,knockout_takeover,aggressive,3.395,0.226,0.501,medium,3.073,3.717,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
70,Brazil,Sweden,tournament,conservative_efficiency,conservative,4.278,-0.002,0.235,low,4.078,4.478,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
70,Brazil,Sweden,tournament,balanced_activation,balanced,4.322,0.042,0.335,low,4.085,4.559,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
70,Brazil,Sweden,tournament,aggressive_media_surge,aggressive,4.442,0.162,0.475,medium,4.138,4.746,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
70,Brazil,Sweden,tournament,player_risk_defense,conservative,4.2,-0.08,0.415,medium,3.939,4.461,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
70,Brazil,Sweden,tournament,knockout_takeover,aggressive,4.506,0.226,0.515,medium,4.179,4.833,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
71,Spain,Uruguay,tournament,conservative_efficiency,conservative,3.659,-0.002,0.296,low,3.438,3.88,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
71,Spain,Uruguay,tournament,balanced_activation,balanced,3.703,0.042,0.396,medium,3.445,3.961,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
71,Spain,Uruguay,tournament,aggressive_media_surge,aggressive,3.823,0.162,0.536,medium,3.498,4.148,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
71,Spain,Uruguay,tournament,player_risk_defense,conservative,3.581,-0.08,0.476,medium,3.299,3.863,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
71,Spain,Uruguay,tournament,knockout_takeover,aggressive,3.887,0.226,0.576,medium,3.54,4.234,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
72,Brazil,Spain,tournament,conservative_efficiency,conservative,4.198,-0.002,0.226,low,4.001,4.395,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
72,Brazil,Spain,tournament,balanced_activation,balanced,4.242,0.042,0.326,low,4.008,4.476,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
72,Brazil,Spain,tournament,aggressive_media_surge,aggressive,4.362,0.162,0.466,medium,4.061,4.663,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
72,Brazil,Spain,tournament,player_risk_defense,conservative,4.12,-0.08,0.406,medium,3.862,4.378,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
72,Brazil,Spain,tournament,knockout_takeover,aggressive,4.426,0.226,0.506,medium,4.102,4.75,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
73,Sweden,Uruguay,tournament,conservative_efficiency,conservative,3.66,-0.002,0.227,low,3.463,3.857,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
73,Sweden,Uruguay,tournament,balanced_activation,balanced,3.704,0.042,0.327,low,3.469,3.939,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
73,Sweden,Uruguay,tournament,aggressive_media_surge,aggressive,3.824,0.162,0.467,medium,3.523,4.125,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
73,Sweden,Uruguay,tournament,player_risk_defense,conservative,3.582,-0.08,0.407,medium,3.324,3.84,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
73,Sweden,Uruguay,tournament,knockout_takeover,aggressive,3.888,0.226,0.507,medium,3.564,4.212,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
74,Brazil,Uruguay,tournament,conservative_efficiency,conservative,4.121,-0.002,0.253,low,3.915,4.327,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
74,Brazil,Uruguay,tournament,balanced_activation,balanced,4.165,0.042,0.353,low,3.921,4.409,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
74,Brazil,Uruguay,tournament,aggressive_media_surge,aggressive,4.285,0.162,0.493,medium,3.975,4.595,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
74,Brazil,Uruguay,tournament,player_risk_defense,conservative,4.043,-0.08,0.433,medium,3.776,4.31,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
74,Brazil,Uruguay,tournament,knockout_takeover,aggressive,4.349,0.226,0.533,medium,4.016,4.682,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
75,Spain,Sweden,tournament,conservative_efficiency,conservative,3.68,-0.002,0.205,low,3.49,3.87,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
75,Spain,Sweden,tournament,balanced_activation,balanced,3.724,0.042,0.305,low,3.497,3.951,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
75,Spain,Sweden,tournament,aggressive_media_surge,aggressive,3.844,0.162,0.445,medium,3.55,4.138,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
75,Spain,Sweden,tournament,player_risk_defense,conservative,3.602,-0.08,0.385,medium,3.351,3.853,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
75,Spain,Sweden,tournament,knockout_takeover,aggressive,3.908,0.226,0.485,medium,3.592,4.224,Capture knockout-stage attention when the upside justifies higher variance.,Recommended: Capture knockout-stage attention when the upside justifies higher variance.,1
76,Austria,Scotland,tournament,conservative_efficiency,conservative,3.225,-0.002,0.24,low,3.023,3.427,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
76,Austria,Scotland,tournament,balanced_activation,balanced,3.269,0.042,0.34,low,3.03,3.508,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
76,Austria,Scotland,tournament,aggressive_media_surge,aggressive,3.389,0.162,0.48,medium,3.083,3.695,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
76,Austria,Scotland,tournament,player_risk_defense,conservative,3.147,-0.08,0.42,medium,2.884,3.41,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
76,Austria,Scotland,tournament,knockout_takeover,aggressive,3.453,0.226,0.52,medium,3.125,3.781,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
77,Brazil,Mexico,tournament,conservative_efficiency,conservative,4.146,-0.002,0.24,low,3.944,4.348,"Protect downside, prioritize performance-based inventory, and keep spend flexible.",Hold baseline until stronger attention or conversion signals appear.,4
77,Brazil,Mexico,tournament,balanced_activation,balanced,4.19,0.042,0.34,low,3.951,4.429,Use a mixed media package and lean into proven fan attention signals.,Hold baseline until stronger attention or conversion signals appear.,3
77,Brazil,Mexico,tournament,aggressive_media_surge,aggressive,4.31,0.162,0.48,medium,4.004,4.616,"Buy premium moments when attention, stage value, and player availability support scale.","Conditional: Buy premium moments when attention, stage value, and player availability support scale. Monitor fan sentiment and player availability.",2
77,Brazil,Mexico,tournament,player_risk_defense,conservative,4.068,-0.08,0.42,medium,3.805,4.331,Shift budget away from star-dependent creative if player availability weakens.,Hold baseline until stronger attention or conversion signals appear.,5
77,Brazil,Mexico,tournament,knockout_takeover,aggressive,4.374,0.226,0.52,medium,4.046,4.702,Capture knockout-stage attention when the upside justifies higher variance.,Conditional: Capture knockout-stage attention when the upside justifies higher variance. Monitor fan sentiment and player availability.,1
